Country Name,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Mauritania,"Population, male",425066,437844,451041,464664,478712,493177,508071,523388,539131,555292,571883,588902,606357,624275,642680,661587,681011,700945,721447,742547,764279,786684,809743,833391,857525,882081,907115,932678,958740,985244,1012193,1039493,1067302,1096167,1126813,1159731,1195162,1232930,1272500,1313087,1354126,1395507,1437423,1480021,1523557,1568251,1614015,1660866,1709219,1759633,1812441,1867842,1925594,1985104,2045516,2106195,2166898,2227764,2289000,2351000,2413000,2476000,2540000,2604000,2669000,2735000,2800000,2867000,2933000,3001000,3068000,3137000,3206000,3275000,3345000,3416000,3487000,3558000,3630000,3702000,3775000,3848000,3921000,3994000,4068000,4142000,4216000,4291000,4365000,4439000,4514000
Mauritius,"Population, male",328768,339616,349573,359020,367995,376536,384721,392580,400020,406937,413260,418947,424062,428970,434209,440118,446677,453738,459725,468020,476337,483939,490517,495764,501706,506528,511054,515473,519532,523937,527992,533937,541116,547550,555094,559549,564789,571240,576555,583281,588549,592920,596917,601249,605075,608714,611590,614412,616659,618313,619791,620782,622486,623793,624774,625354,625417,625519,626000,627000,628000,629000,629000,630000,630000,630000,631000,631000,631000,630000,630000,630000,629000,628000,627000,626000,624000,623000,621000,619000,617000,615000,613000,610000,608000,605000,603000,600000,597000,595000,592000
Mexico,"Population, male",19017553,19627906,20255894,20901272,21563785,22243619,22938241,23648366,24381103,25146070,25948894,26792114,27669817,28568626,29470202,30360605,31235431,32096118,32941823,33773437,34592052,35396644,36187190,36967453,37742655,38517250,39290662,40063495,40842626,41636639,42450710,43288266,44145043,45008867,45862758,46694154,47502195,48290058,49054697,49793441,50506622,51188834,51845960,52503480,53195536,53945653,54763986,55641109,56556588,57479951,58388317,59275312,60145499,60999975,61843003,62677416,63501507,64311945,65109000,65891000,66660000,67415000,68155000,68878000,69586000,70276000,70948000,71602000,72238000,72856000,73457000,74040000,74605000,75152000,75682000,76195000,76690000,77167000,77628000,78072000,78499000,78909000,79303000,79680000,80040000,80384000,80712000,81022000,81317000,81594000,81855000
"Micronesia, Fed. Sts.","Population, male",22941,23674,24414,25179,26014,26921,27927,29020,30090,31007,31675,32049,32184,32213,32314,32640,33221,34018,35007,36112,37295,38552,39889,41260,42597,43864,45024,46078,47089,48133,49273,50542,51895,53190,54261,54982,55289,55248,54977,54651,54382,54233,54172,54145,54096,53968,53767,53502,53244,53030,52899,52863,52917,53054,53245,53484,53766,54096,54000,55000,55000,56000,56000,57000,57000,58000,58000,59000,59000,60000,60000,61000,61000,62000,62000,62000,63000,63000,63000,64000,64000,64000,64000,65000,65000,65000,65000,65000,65000,66000,66000
Moldova,"Population, male",1190215,1219051,1246909,1273739,1298555,1322272,1344379,1364935,1384113,1403566,1423476,1444831,1466169,1487874,1508864,1527621,1545068,1560267,1575035,1589742,1605746,1623001,1641035,1659429,1677801,1695262,1711833,1727953,1742145,1753386,1761615,1766352,1768075,1766368,1762258,1755362,1752624,1746985,1747103,1745063,1742022,1738366,1734367,1729477,1725421,1721836,1718148,1715635,1713988,1713262,1712551,1712050,1711867,1711068,1709400,1707490,1705460,1703207,1698000,1692000,1685000,1679000,1672000,1664000,1656000,1648000,1639000,1629000,1619000,1609000,1597000,1586000,1574000,1561000,1548000,1535000,1522000,1508000,1495000,1481000,1468000,1455000,1442000,1429000,1416000,1403000,1390000,1377000,1365000,1352000,1339000
Mongolia,"Population, male",469843,482991,497420,512828,528765,544930,561182,577620,594389,611745,629856,648777,668395,688513,708877,729288,749690,770152,790791,811761,833204,854905,876821,899344,923030,948150,975051,1003237,1031150,1056646,1078255,1095368,1108545,1118997,1128521,1138464,1149257,1160613,1172368,1184112,1195611,1206951,1218445,1230378,1243110,1256930,1271821,1287810,1305236,1324517,1345895,1369528,1395092,1421739,1448319,1473946,1498288,1521446,1543000,1565000,1585000,1605000,1624000,1642000,1659000,1676000,1691000,1706000,1721000,1735000,1748000,1761000,1774000,1786000,1798000,1810000,1821000,1833000,1844000,1856000,1867000,1879000,1890000,1902000,1914000,1925000,1937000,1948000,1960000,1971000,1982000
Montenegro,"Population, male",233976,239658,245801,251633,256088,258479,258419,256322,253290,250881,250199,251664,254902,259274,263777,267685,270796,273344,275615,278063,280985,284488,288358,292264,295716,298376,300109,301036,301411,301613,301917,302428,303055,303636,303926,303765,303105,302063,300835,299678,298802,299621,300427,301264,301527,301837,302238,302807,303575,304468,305220,305668,305995,306334,306657,306861,306977,307108,307000,307000,307000,306000,306000,306000,306000,305000,305000,304000,304000,303000,303000,302000,301000,300000,299000,298000,297000,296000,295000,294000,293000,292000,291000,290000,289000,288000,286000,285000,284000,283000,282000
Morocco,"Population, male",6142937,6323215,6500122,6674707,6848817,7023829,7200348,7378035,7556338,7734376,7911800,8088322,8265113,8445124,8632248,8829293,9036895,9254267,9480912,9715797,9957774,10206801,10461979,10720143,10977257,11230193,11477237,11718255,11953805,12185144,12413013,12637698,12858102,13071932,13276227,13469051,13649868,13820016,13981902,14138947,14293982,14448500,14603067,14758566,14915667,15075316,15237078,15402404,15576278,15765072,15972815,16201695,16448955,16707453,16967124,17220411,17464677,17701043,17930000,18154000,18375000,18591000,18802000,19007000,19207000,19401000,19590000,19773000,19950000,20122000,20289000,20451000,20607000,20759000,20907000,21049000,21188000,21321000,21451000,21577000,21699000,21816000,21931000,22041000,22147000,22250000,22349000,22444000,22536000,22624000,22708000
Mozambique,"Population, male",3610372,3685149,3762519,3842429,3924818,4009714,4097182,4187489,4281072,4378481,4480201,4585478,4694318,4808650,4931051,5062836,5203904,5351925,5503041,5652136,5794740,5933908,6069199,6189049,6278418,6329048,6332518,6298569,6259333,6258796,6327646,6479446,6702947,6973535,7254171,7518007,7757577,7981574,8198650,8423353,8666206,8928754,9206673,9497813,9798476,10106005,10420109,10741979,11072216,11411781,11761394,12121181,12490945,12870734,13260534,13660349,14070258,14490334,14921000,15361000,15811000,16272000,16743000,17224000,17715000,18217000,18729000,19252000,19784000,20327000,20880000,21442000,22014000,22594000,23184000,23781000,24386000,24999000,25619000,26247000,26881000,27522000,28169000,28823000,29482000,30146000,30816000,31491000,32170000,32855000,33544000
Myanmar,"Population, male",10253911,10467002,10684328,10909077,11145711,11397330,11665065,11947589,12242545,12546390,12856465,13171897,13493154,13820542,14154789,14496317,14844171,15197450,15556660,15922602,16295316,16674407,17057858,17441959,17821942,18193905,18557322,18911660,19253141,19577387,19881827,20163824,20425448,20674732,20922879,21177838,21442122,21713005,21986719,22257240,22519794,22775369,23024751,23262806,23483069,23681862,23856079,24009568,24154226,24306439,24477977,24673013,24888192,25118500,25355612,25593149,25830068,26067525,26304000,26537000,26766000,26990000,27208000,27419000,27625000,27827000,28023000,28213000,28397000,28573000,28742000,28902000,29054000,29197000,29331000,29457000,29573000,29679000,29777000,29865000,29944000,30013000,30074000,30126000,30170000,30206000,30234000,30256000,30270000,30278000,30281000
Namibia,"Population, male",297457,304697,312262,320152,328363,336914,345727,354805,364311,374486,385447,397335,410003,422909,435280,446619,456853,466256,475139,483962,493167,502610,512470,523818,538032,556012,578287,604342,632716,661333,688666,714036,737773,760598,783689,807816,833290,859512,885202,908608,928511,944581,957434,967985,977648,987547,997850,1008587,1020634,1035036,1052445,1073342,1097476,1123938,1151357,1178737,1205773,1232670,1259000,1286000,1313000,1341000,1368000,1395000,1423000,1450000,1478000,1506000,1533000,1561000,1589000,1617000,1645000,1673000,1700000,1728000,1756000,1784000,1812000,1840000,1868000,1896000,1924000,1952000,1979000,2007000,2035000,2062000,2089000,2116000,2143000
Nepal,"Population, male",5011684,5092046,5173003,5255740,5341744,5432228,5527640,5628131,5734157,5846129,5964316,6088988,6220144,6357358,6499989,6647509,6799690,6956483,7117726,7283291,7452986,7628025,7808406,7991434,8173450,8352599,8525003,8693161,8869033,9068977,9303380,9578065,9885846,10208157,10518937,10799491,11041948,11251603,11438792,11619893,11806324,12002495,12203105,12398497,12574637,12722379,12838036,12927712,13003914,13084255,13181560,13300101,13436585,13587023,13744396,13903373,14063302,14225608,14389000,14553000,14717000,14880000,15041000,15199000,15354000,15505000,15652000,15795000,15933000,16066000,16193000,16314000,16430000,16540000,16644000,16744000,16838000,16927000,17012000,17092000,17168000,17241000,17310000,17376000,17438000,17496000,17550000,17601000,17648000,17692000,17732000
Netherlands,"Population, male",5719411,5796264,5881074,5962856,6045069,6130239,6212009,6283660,6349786,6424013,6504150,6581838,6648356,6702695,6753686,6811357,6861110,6897151,6934187,6976434,7026168,7069026,7096237,7118346,7142438,7172398,7209731,7253886,7300007,7343836,7395215,7455151,7513864,7568854,7616824,7656126,7692331,7732175,7779821,7831738,7888406,7949248,8001686,8041440,8071548,8092628,8107946,8128046,8162204,8206599,8250868,8291155,8323328,8349342,8381304,8421098,8469424,8524489,8556000,8588000,8619000,8649000,8679000,8707000,8734000,8759000,8784000,8806000,8827000,8846000,8864000,8879000,8893000,8905000,8916000,8925000,8934000,8940000,8946000,8949000,8952000,8952000,8952000,8950000,8947000,8943000,8939000,8934000,8929000,8924000,8918000
New Caledonia,"Population, male",41644,42799,43944,45136,46369,47592,49114,50630,52137,54425,58549,62682,65520,67044,68297,69010,69691,70621,71273,71654,72313,73513,74937,76339,77725,79046,80438,81973,83522,85150,87183,89486,91795,94238,96792,98959,100771,102585,104368,106162,107983,109830,111694,113409,115025,116783,118678,120689,122754,124621,126687,129023,131270,133442,135466,137491,139440,141290,143000,144000,146000,148000,149000,151000,152000,154000,155000,157000,158000,160000,161000,163000,164000,166000,167000,169000,170000,172000,173000,174000,176000,177000,178000,179000,181000,182000,183000,184000,185000,186000,188000
New Zealand,"Population, male",1191849,1215493,1246383,1270965,1297329,1318191,1341100,1364178,1375055,1386340,1404395,1424848,1449753,1477978,1508636,1537622,1550441,1554261,1553632,1546411,1547260,1552243,1566841,1587322,1599894,1608211,1605744,1617194,1619180,1624990,1638887,1720042,1738667,1759589,1783855,1810195,1838286,1861136,1875873,1883874,1893349,1903193,1935416,1973177,2002295,2025036,2050357,2070484,2089325,2111545,2136257,2153525,2166124,2183432,2217108,2259704,2307810,2357337,2378000,2400000,2420000,2440000,2460000,2480000,2500000,2519000,2538000,2556000,2573000,2591000,2607000,2623000,2639000,2654000,2669000,2683000,2697000,2710000,2723000,2736000,2748000,2760000,2772000,2783000,2794000,2805000,2815000,2826000,2836000,2846000,2855000
Nicaragua,"Population, male",885731,913912,942325,971142,1000656,1031081,1062443,1094738,1128165,1162936,1199215,1237027,1276303,1316941,1358789,1401694,1445584,1490361,1535709,1581272,1626753,1672104,1717270,1761987,1805909,1848853,1890552,1931146,1971456,2012618,2055401,2100073,2146250,2193110,2239490,2284519,2328009,2370124,2410719,2449709,2487089,2522707,2556690,2589620,2622320,2655390,2689061,2723220,2757742,2792353,2826854,2861241,2895595,2929864,2964008,2997973,3031765,3065366,3099000,3132000,3164000,3196000,3227000,3258000,3289000,3321000,3352000,3384000,3416000,3447000,3477000,3506000,3534000,3561000,3587000,3612000,3637000,3661000,3684000,3707000,3728000,3749000,3769000,3788000,3806000,3824000,3841000,3856000,3871000,3885000,3899000
Niger,"Population, male",1596477,1647380,1700647,1756009,1812987,1871262,1930842,1991877,2054276,2117969,2182930,2249023,2316355,2385490,2457184,2531946,2610152,2691562,2775307,2860144,2945240,3030663,3116996,3204604,3294021,3385901,3480374,3578125,3681033,3791482,3911277,4041169,4181095,4330990,4490446,4659107,4837426,5025499,5222093,5425501,5634639,5849183,6069886,6298139,6535921,6784788,7045342,7317654,7602210,7899405,8209605,8533333,8870996,9222649,9588192,9967703,10361403,10769779,11193000,11633000,12089000,12562000,13052000,13559000,14084000,14628000,15189000,15769000,16369000,16987000,17624000,18281000,18958000,19654000,20370000,21107000,21863000,22640000,23438000,24255000,25093000,25952000,26830000,27729000,28647000,29585000,30542000,31519000,32514000,33528000,34560000
Nigeria,"Population, male",22530196,22995502,23481924,23987183,24508011,25042600,25591957,26158910,26745958,27356331,27993647,28654814,29342424,30072266,30864935,31733175,32686356,33715095,34790249,35871118,36928969,37952174,38950649,39943528,40960156,42021715,43134319,44290784,45483232,46698873,47928866,49172404,50434567,51719359,53032744,54379688,55762566,57182363,58641270,60141332,61684869,63273286,64909402,66598565,68347162,70159953,72038832,73983514,75993600,78067686,80204205,82403868,84665806,86984833,89354137,91768730,94226757,96729234,99278000,101876000,104525000,107226000,109978000,112784000,115645000,118563000,121538000,124570000,127660000,130809000,134017000,137284000,140609000,143990000,147427000,150916000,154457000,158048000,161687000,165372000,169100000,172869000,176678000,180523000,184403000,188314000,192254000,196222000,200216000,204235000,208278000
Norway,"Population, male",1783839,1798154,1812675,1826354,1840019,1854065,1868494,1883652,1898955,1913903,1927315,1940414,1954901,1968224,1979990,1990339,1998954,2006565,2013295,2019157,2024609,2030502,2036871,2042577,2047484,2053006,2060026,2069642,2080940,2089721,2097050,2107099,2119278,2131933,2144241,2155741,2167305,2179930,2193889,2209813,2224846,2236487,2248751,2262276,2276525,2293747,2314882,2342326,2375610,2409875,2444129,2479954,2516549,2550797,2583169,2613041,2638314,2665074,2695000,2723000,2749000,2774000,2799000,2823000,2846000,2870000,2893000,2915000,2937000,2958000,2979000,2999000,3019000,3039000,3058000,3076000,3095000,3113000,3131000,3149000,3167000,3184000,3202000,3219000,3236000,3252000,3269000,3286000,3302000,3318000,3333000
Oman,"Population, male",273280,279256,285658,292446,299588,307097,315062,323659,333111,343686,355657,369023,383963,401074,421121,444609,471724,502211,535600,571189,608388,647315,687926,729290,770190,809902,846827,881310,916864,958364,1008693,1070552,1141250,1211827,1269929,1307243,1320526,1314026,1296249,1279546,1273251,1280755,1300738,1332217,1372580,1420353,1474270,1536488,1612726,1710578,1834555,1986360,2161559,2350852,2541408,2723156,2893546,3052702,3197000,3322000,3426000,3506000,3563000,3605000,3639000,3673000,3709000,3746000,3783000,3817000,3847000,3872000,3894000,3914000,3933000,3951000,3970000,3989000,4008000,4027000,4045000,4062000,4080000,4096000,4114000,4131000,4149000,4167000,4185000,4202000,4218000
Pakistan,"Population, male",24056248,24596220,25166227,25765055,26391322,27044080,27724143,28432101,29166870,29927023,30712471,31523134,32362189,33236959,34156991,35129737,36156332,37236562,38374568,39574738,40839077,42167860,43556931,44997900,46479392,47991428,49531900,51097513,52675721,54251517,55814383,57356551,58880120,60396809,61924396,63475182,65054264,66656001,68269294,69877970,71471141,73047159,74612533,76174752,77744714,79331871,80935686,82557936,84212990,85918748,87686776,89522742,91419836,93361286,95323019,97286333,99244837,101199353,103147000,105086000,107016000,108933000,110835000,112718000,114580000,116421000,118237000,120030000,121802000,123558000,125299000,127027000,128742000,130444000,132137000,133822000,135499000,137167000,138823000,140464000,142085000,143686000,145265000,146818000,148342000,149833000,151291000,152713000,154096000,155438000,156738000
Panama,"Population, male",578236,595413,613155,631436,650236,669507,689239,709403,730020,751123,772718,794825,817379,840259,863290,886341,909358,932369,955456,978748,1002348,1026288,1050519,1074977,1099552,1124175,1148819,1173542,1198417,1223548,1249017,1274835,1301000,1327579,1354640,1382241,1410413,1439112,1468224,1497571,1527031,1556556,1586171,1615911,1645838,1676002,1706363,1736917,1767700,1798774,1830167,1861891,1893877,1926036,1958189,1990221,2022071,2053741,2085000,2116000,2147000,2178000,2209000,2239000,2269000,2298000,2327000,2356000,2384000,2412000,2440000,2467000,2494000,2520000,2546000,2572000,2597000,2622000,2646000,2671000,2694000,2718000,2741000,2764000,2786000,2807000,2829000,2849000,2870000,2889000,2909000
Papua New Guinea,"Population, male",1039665,1059849,1080763,1102629,1125714,1150254,1176352,1203951,1232978,1263234,1294614,1327071,1360694,1395661,1432220,1470549,1510669,1552502,1595903,1640702,1686738,1734014,1782491,1831916,1881971,1932438,1983256,2034534,2086467,2139357,2193467,2248813,2305437,2363673,2423923,2486448,2551408,2618687,2688005,2758942,2831171,2904548,2979111,3054839,3131806,3210005,3289416,3369880,3451168,3532949,3614995,3697201,3779582,3862203,3945258,4028824,4112925,4197478,4283000,4368000,4454000,4540000,4627000,4714000,4802000,4889000,4977000,5065000,5154000,5242000,5330000,5419000,5507000,5595000,5683000,5771000,5858000,5945000,6031000,6117000,6202000,6287000,6372000,6456000,6539000,6621000,6702000,6783000,6863000,6942000,7020000
Paraguay,"Population, male",936902,962631,989309,1016950,1045545,1075077,1105632,1137154,1169333,1201749,1234126,1266368,1298677,1331476,1365359,1400792,1437849,1476519,1516995,1559511,1604176,1651077,1700086,1750872,1802948,1855900,1909598,1964003,2018918,2074186,2129651,2185135,2240540,2295943,2351502,2407254,2463183,2519092,2574687,2629581,2683481,2736359,2788182,2838708,2887613,2934746,2979932,3023367,3065695,3107810,3150393,3193662,3237467,3281566,3325559,3369123,3412220,3454926,3497000,3539000,3581000,3622000,3662000,3702000,3742000,3780000,3818000,3855000,3892000,3927000,3961000,3995000,4028000,4060000,4091000,4121000,4150000,4178000,4205000,4231000,4256000,4280000,4304000,4326000,4348000,4369000,4389000,4408000,4426000,4444000,4460000
Peru,"Population, male",5056794,5201980,5353002,5509191,5669594,5833459,6000677,6171303,6344954,6521228,6699891,6880479,7063146,7249027,7439721,7636237,7839070,8047550,8260141,8474680,8689593,8904117,9118601,9333930,9551542,9772323,9996098,10222029,10449518,10677748,10905861,11133819,11360951,11584987,11803046,12013119,12214465,12407670,12593733,12774318,12950839,13123734,13293333,13460954,13628171,13796306,13965640,14136633,14310866,14490184,14675723,14868269,15067036,15269590,15472480,15673109,15870546,16065106,16257000,16446000,16634000,16819000,17002000,17182000,17359000,17533000,17705000,17874000,18039000,18201000,18360000,18514000,18665000,18812000,18955000,19095000,19231000,19364000,19494000,19619000,19742000,19860000,19975000,20086000,20194000,20297000,20396000,20491000,20582000,20670000,20753000
Philippines,"Population, male",13222046,13683186,14157178,14640488,15128310,15617381,16106297,16596603,17091621,17596212,18113981,18646367,19192638,19751698,20321609,20901167,21490092,22089631,22701962,23329990,23975781,24639573,25320590,26018507,26732671,27462173,28207096,28966374,29736511,30513023,31292547,32073247,32855372,33640221,34430104,35226556,36029240,36836805,37648515,38463388,39280387,40099508,40919999,41739219,42553846,43361571,44161117,44953201,45739976,46524725,47309835,48095910,48882270,49668537,50453938,51237880,52020122,52800818,53580000,54359000,55137000,55915000,56691000,57464000,58233000,58996000,59752000,60502000,61244000,61978000,62703000,63419000,64125000,64822000,65508000,66184000,66849000,67503000,68146000,68778000,69399000,70009000,70607000,71194000,71769000,72333000,72884000,73424000,73952000,74469000,74976000
Poland,"Population, male",14335301,14507131,14683755,14885973,15098247,15250903,15369484,15521486,15674013,15800751,15861309,15924398,16062683,16215537,16377521,16545289,16713716,16876705,17011784,17149939,17311526,17473617,17640641,17812602,17979180,18126959,18251255,18352953,18426145,18489203,18558108,18620290,18673566,18716952,18751831,18772033,18780543,18786623,18786515,18777263,18573611,18558809,18539680,18516409,18495481,18478569,18459673,18443894,18441750,18450123,18393520,18399464,18395639,18380992,18364057,18349081,18338890,18339710,18314000,18285000,18251000,18214000,18172000,18127000,18077000,18024000,17965000,17902000,17833000,17758000,17678000,17593000,17503000,17409000,17313000,17214000,17115000,17014000,16914000,16814000,16714000,16616000,16520000,16425000,16332000,16241000,16151000,16061000,15973000,15884000,15791000
Portugal,"Population, male",4238063,4270730,4300526,4316703,4317055,4296185,4258999,4225932,4201745,4159813,4121703,4106260,4104705,4112667,4177878,4347166,4479793,4534551,4590114,4645098,4700101,4744349,4775627,4799062,4818121,4831467,4835619,4833683,4827873,4820155,4809308,4798327,4795112,4801793,4815630,4833192,4852005,4874099,4899342,4928385,4965375,5004038,5035907,5058740,5072460,5079962,5083325,5084182,5080000,5072286,5062088,5042279,5009660,4970936,4934742,4907358,4887847,4871552,4854000,4839000,4824000,4810000,4796000,4783000,4771000,4759000,4748000,4737000,4727000,4716000,4707000,4697000,4687000,4678000,4668000,4658000,4648000,4638000,4628000,4616000,4605000,4592000,4579000,4566000,4551000,4536000,4521000,4504000,4488000,4470000,4452000
Puerto Rico,"Population, male",1165549,1183683,1205861,1229806,1251900,1270039,1284666,1294979,1303611,1315027,1331868,1353380,1379911,1409295,1437915,1463471,1486342,1506476,1524692,1542464,1560736,1579409,1598155,1616519,1633894,1649833,1664086,1676907,1688834,1700664,1712909,1722935,1732598,1746239,1761698,1777167,1796300,1812190,1821754,1829987,1834098,1836970,1838195,1838251,1837773,1834642,1826843,1816501,1806414,1797137,1788473,1768113,1746904,1726963,1698951,1669311,1637355,1604145,1603000,1603000,1601000,1600000,1599000,1598000,1597000,1596000,1595000,1593000,1591000,1589000,1587000,1584000,1581000,1577000,1573000,1569000,1564000,1559000,1554000,1548000,1542000,1536000,1529000,1522000,1515000,1508000,1501000,1493000,1485000,1477000,1469000
Qatar,"Population, male",26763,29484,32796,36560,40605,44808,49077,53486,58249,63655,69895,77274,85685,94413,102480,109296,114302,117993,122172,129288,140995,157938,179209,202977,226609,248106,267059,283815,298119,309841,319023,325695,330178,333165,335617,338479,343168,350538,360400,372213,386342,400742,417563,446227,499196,584407,705630,857419,1026773,1195380,1349478,1484993,1604075,1706821,1795258,1871167,1933363,1981342,2019000,2051000,2082000,2112000,2143000,2173000,2202000,2229000,2255000,2280000,2304000,2327000,2350000,2371000,2391000,2411000,2429000,2446000,2461000,2475000,2488000,2501000,2513000,2525000,2538000,2549000,2561000,2572000,2583000,2594000,2604000,2614000,2623000
Romania,"Population, male",8988911,9067607,9132539,9197124,9261644,9321974,9417461,9579222,9715027,9823255,9947147,10056229,10157988,10250458,10350662,10485327,10616822,10721694,10821637,10893098,10970172,11056246,11105700,11141309,11173729,11222315,11273453,11318034,11371171,11420987,11437865,11334120,11225804,11202844,11178009,11146366,11104813,11062971,11030023,11002834,10979181,10818435,10614441,10530862,10463708,10391601,10322017,10162188,9985921,9895407,9830221,9776659,9729055,9689792,9651018,9603575,9546968,9489496,9432000,9376000,9322000,9271000,9221000,9172000,9125000,9078000,9032000,8984000,8936000,8886000,8835000,8782000,8728000,8674000,8618000,8562000,8507000,8451000,8396000,8341000,8287000,8234000,8182000,8130000,8079000,8028000,7977000,7925000,7873000,7820000,7765000
Russian Federation,"Population, male",53698906,54439770,55186902,55936902,56687289,57435296,57866938,58291861,58709388,59119259,59521741,59918990,60308922,60698984,61095899,61506316,62013092,62535395,63068960,63606564,64147308,64656766,65138261,65603124,66184445,66796824,67390030,67984958,68551791,69067810,69425969,69648047,69722997,69668677,69592381,69609637,69496597,69358697,69209577,68949695,68603100,68244995,67855763,67468376,67117967,66788368,66502263,66327769,66248730,66234248,66247644,66303337,66437221,66611750,66790123,66944613,67074268,67152122,67075000,66970000,66842000,66697000,66538000,66366000,66177000,65974000,65752000,65512000,65253000,64977000,64685000,64381000,64067000,63749000,63432000,63120000,62818000,62529000,62257000,62004000,61773000,61565000,61380000,61216000,61069000,60938000,60821000,60716000,60618000,60525000,60427000
Rwanda,"Population, male",1439609,1470152,1496624,1522042,1550675,1585562,1627946,1676895,1730698,1786663,1842878,1898962,1955772,2014176,2075507,2140766,2210120,2283325,2360554,2441924,2527460,2613782,2700019,2791261,2894634,3013120,3156637,3318806,3467346,3558504,3564804,3467062,3284618,3075373,2920283,2875671,2965041,3166094,3433490,3699443,3914962,4066080,4168849,4240322,4308755,4394719,4501342,4620782,4750059,4883525,5017011,5150399,5285516,5422302,5560871,5701233,5843242,5986523,6131000,6275000,6419000,6564000,6707000,6851000,6995000,7140000,7285000,7430000,7577000,7723000,7871000,8020000,8169000,8319000,8470000,8620000,8771000,8922000,9072000,9222000,9370000,9517000,9663000,9807000,9949000,10089000,10227000,10362000,10495000,10626000,10754000
Samoa,"Population, male",55148,56863,58689,60589,62517,64432,66336,68208,69990,71588,72958,74073,74956,75652,76257,76818,77363,77879,78390,78943,79552,80249,81025,81820,82549,83150,83611,83944,84227,84562,85010,85603,86305,87069,87816,88486,89077,89591,90058,90493,90928,91369,91811,92247,92708,93192,93692,94212,94775,95384,96051,96777,97564,98377,99183,99952,100669,101357,102000,103000,103000,104000,105000,105000,106000,106000,107000,108000,108000,109000,110000,110000,111000,112000,113000,114000,115000,116000,117000,118000,119000,120000,121000,121000,122000,123000,124000,124000,125000,126000,126000
Sao Tome and Principe,"Population, male",35747,35681,35285,34738,34309,34169,34390,34906,35645,36442,37216,37938,38633,39358,40160,41092,42162,43341,44566,45756,46846,47826,48703,49532,50353,51234,52167,53144,54180,55264,56398,57606,58872,60177,61465,62710,63898,65045,66209,67447,68812,70323,71963,73715,75523,77357,79213,81110,83021,84980,86967,88981,91030,93108,95221,97363,99542,101751,104000,106000,109000,111000,113000,116000,118000,121000,123000,126000,128000,131000,134000,136000,139000,142000,145000,147000,150000,153000,156000,158000,161000,164000,167000,169000,172000,175000,178000,180000,183000,186000,189000
Saudi Arabia,"Population, male",2052198,2119431,2193643,2273621,2357485,2444244,2533855,2628068,2729898,2843343,2971584,3116414,3278228,3457107,3652573,3864640,4091724,4334993,4600324,4895484,5224947,5589723,5984614,6399930,6822405,7241175,7653229,8057085,8445333,8809855,9144961,9450106,9726926,9975571,10197149,10394929,10565673,10715753,10869792,11060099,11309225,11628652,12010970,12436351,12874884,13304965,13718513,14122305,14527030,14949500,15400635,15882266,16385803,16899223,17405857,17892701,18356534,18797916,19212000,19596000,19947000,20261000,20540000,20793000,21032000,21264000,21494000,21720000,21940000,22152000,22355000,22550000,22736000,22914000,23081000,23234000,23375000,23504000,23622000,23734000,23841000,23944000,24043000,24138000,24228000,24313000,24392000,24467000,24537000,24601000,24658000
Senegal,"Population, male",1593240,1639369,1686975,1736296,1787655,1841292,1897070,1954866,2014952,2077641,2143033,2211687,2283207,2355523,2425901,2492564,2554594,2613137,2671115,2732654,2800744,2876356,2958733,3047027,3139711,3235610,3334331,3436105,3541020,3649306,3760921,3876326,3994859,4114060,4230661,4342556,4448742,4550521,4651007,4754556,4864493,4982097,5106926,5238496,5375667,5517767,5664556,5816863,5976255,6144794,6323796,6513900,6714189,6922433,7135478,7350979,7568133,7787318,8009000,8233000,8461000,8692000,8927000,9164000,9405000,9649000,9896000,10147000,10402000,10660000,10922000,11188000,11458000,11732000,12009000,12291000,12576000,12865000,13158000,13453000,13752000,14054000,14359000,14666000,14975000,15287000,15600000,15915000,16232000,16550000,16868000
Seychelles,"Population, male",20412,21040,21652,22250,22856,23487,24144,24804,25481,26164,26854,27473,28220,28723,29300,30014,30632,31260,31413,31658,31931,32320,32525,32498,32685,32923,33064,34406,34430,34548,34669,35127,35318,36109,37127,37690,38232,38650,39364,40093,40411,40405,41619,41141,41055,41399,42547,43138,44503,44952,46298,44930,45014,45372,45619,46294,46727,47230,47000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,47000,47000,47000,47000,47000,47000,47000,47000,47000,46000,46000,46000,46000,46000,46000,46000,46000,45000,45000,45000,45000,45000
